eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak
R,1326874,1327325,452,1697.7,1198.2,1401.8,509.1,14.7,618
R,1327468,1327513,46,1285.9,431.5,1190.0,317.2,3.2,97
L,1327500,1327551,52,1094.5,349.5,951.6,209.1,4.3,112
R,1327535,1327594,60,1136.3,261.7,908.9,196.7,5.0,114
L,1327793,1327803,11,701.5,142.3,675.4,142.3,0.6,60
R,1327787,1327803,17,726.7,157.4,673.9,155.7,1.1,81
R,1327867,1327875,9,642.6,108.0,652.3,91.7,0.4,54
L,1328060,1328091,32,610.1,-1.3,845.5,-10.4,5.0,307
R,1328058,1328091,34,672.0,20.3,939.1,27.8,5.6,330
R,1328235,1328266,32,931.7,3.9,1177.1,49.4,5.3,315
L,1328236,1328267,32,842.3,-33.6,1109.3,8.2,5.7,320
L,1328489,1328544,56,1112.6,18.8,467.5,103.5,13.6,494
R,1328490,1328555,66,1174.6,48.3,492.3,123.9,14.3,478
R,1328677,1328800,124,514.0,145.9,1351.7,12.8,17.6,781
L,1328675,1328819,145,466.5,121.6,1289.5,-50.8,17.5,320
L,1328984,1329014,31,1305.6,-3.2,1388.0,4.6,1.7,182
R,1328984,1329017,34,1330.7,23.1,1401.3,26.7,1.5,182
L,1329153,1329211,59,1403.3,5.6,550.0,176.9,18.1,487
R,1329154,1329213,60,1404.6,39.5,560.7,216.7,17.9,481
L,1329360,1329380,21,554.5,182.8,483.7,161.0,1.5,144
R,1329361,1329381,21,558.8,211.2,490.7,187.9,1.5,134
R,1329589,1329621,33,492.3,214.4,741.7,210.2,5.2,320
L,1329589,1329622,34,496.6,179.1,740.1,177.0,5.1,282
R,1329773,1329803,31,734.6,212.9,940.6,216.0,4.4,270
L,1329774,1329805,32,746.4,189.3,934.2,188.1,4.0,234
R,1329979,1330013,35,948.6,213.3,1173.7,207.0,4.8,258
L,1329980,1330014,35,939.5,192.6,1178.7,185.6,5.1,256
L,1330158,1330189,32,1181.7,181.8,1408.8,159.4,4.8,301
R,1330157,1330189,33,1171.1,201.0,1418.4,177.5,5.2,312
L,1330301,1330352,52,1410.4,166.6,600.3,264.8,17.0,571
R,1330301,1330354,54,1413.2,176.6,601.5,263.1,17.0,494
R,1330563,1330783,221,584.4,270.2,838.5,407.1,6.1,1260
L,1330562,1330798,237,604.7,280.1,856.6,403.3,5.9,1004
R,1331018,1331044,27,859.4,413.6,1015.5,405.4,3.3,257
L,1331018,1331045,28,864.4,439.9,1017.8,426.7,3.3,232
L,1331132,1331160,29,1017.0,423.4,926.0,276.7,3.7,280
R,1331132,1331160,29,1010.4,406.6,940.6,268.5,3.3,253
L,1331293,1331317,25,936.1,280.5,805.9,264.7,2.8,210
R,1331294,1331318,25,934.6,275.9,816.2,264.6,2.5,195
L,1331462,1331502,41,816.4,276.5,1203.1,243.8,8.2,353
R,1331462,1331502,41,826.6,266.2,1212.9,244.3,8.2,407
L,1331803,1331832,30,1209.2,238.3,1046.8,264.2,3.5,218
R,1331803,1331832,30,1216.0,239.6,1064.0,255.7,3.2,204
R,1331980,1332038,59,1060.4,258.5,857.9,1022.1,16.2,509
L,1331980,1332040,61,1047.8,264.1,883.9,1035.7,16.2,502
L,1332188,1332217,30,867.4,1014.8,1060.3,1011.3,4.0,252
R,1332188,1332222,35,863.7,1004.8,1035.9,1006.2,3.5,264
R,1332366,1332515,150,1566.0,1023.0,975.6,706.0,13.6,1725
L,1332360,1332536,177,1059.3,1001.1,949.8,733.1,5.9,1142
R,1332618,1332644,27,950.2,743.1,926.9,623.6,2.5,132
L,1332619,1332650,32,947.1,747.7,889.9,604.0,3.2,141
L,1332795,1332830,36,895.2,605.4,827.5,415.1,4.3,195
R,1332795,1332830,36,904.3,598.2,864.1,406.2,4.2,184
L,1332974,1333027,54,821.5,383.6,409.0,413.2,8.6,294
R,1332975,1333028,54,833.7,361.8,407.2,408.4,8.9,292
L,1333160,1333186,27,423.8,416.2,562.8,481.9,3.2,228
R,1333160,1333186,27,421.8,408.3,564.7,483.8,3.4,262
L,1333385,1333428,44,577.9,488.7,453.7,45.5,9.6,389
R,1333385,1333428,44,575.1,471.6,513.3,71.9,8.5,365
R,1333614,1333652,39,501.1,90.5,904.0,90.3,8.4,408
L,1333615,1333654,40,467.9,65.6,863.6,56.3,8.3,390
R,1333888,1333921,34,905.1,87.9,1169.5,80.4,5.6,301
L,1333888,1333923,36,867.3,58.1,1135.2,61.8,5.7,289
R,1334018,1334192,175,1167.4,91.9,1430.7,70.8,5.5,775
L,1334020,1334202,183,1135.7,87.1,1387.4,8.8,5.5,722
R,1334361,1334377,17,1402.1,60.7,1339.7,62.3,1.3,107
L,1334359,1334378,20,1380.9,47.8,1308.6,52.1,1.5,124
R,1334560,1334589,30,1331.1,55.8,1531.6,53.3,4.1,245
L,1334560,1334592,33,1305.9,50.8,1526.5,43.6,4.6,235
L,1334831,1334874,44,1523.1,45.5,1096.2,94.3,8.9,378
R,1334833,1334875,43,1526.5,61.8,1129.5,103.4,8.3,342
L,1334925,1334955,31,1114.9,98.8,1295.9,65.4,3.9,213
R,1334925,1334963,39,1127.1,99.7,1298.0,74.2,3.6,244
L,1335139,1335163,25,1280.7,70.6,1394.7,56.9,2.4,163
R,1335139,1335163,25,1304.8,70.1,1420.5,61.7,2.4,168
L,1335307,1335350,44,1389.5,57.7,983.3,124.9,8.7,367
R,1335309,1335350,42,1415.1,57.9,1024.3,135.2,8.4,331
R,1335441,1335636,196,1005.2,152.1,463.1,466.5,13.1,508
L,1335448,1335660,213,984.6,156.5,446.2,414.8,12.5,756
L,1335811,1335850,40,459.5,479.9,743.6,487.2,5.9,250
R,1335810,1335850,41,472.4,479.0,770.1,469.1,6.2,286
R,1336034,1336064,31,769.2,466.5,1028.4,464.1,5.5,349
L,1336035,1336066,32,755.1,494.6,1000.8,493.3,5.2,317
R,1336346,1336382,37,1032.0,464.2,1369.8,448.7,7.1,354
L,1336347,1336385,39,1007.8,488.6,1348.4,469.8,7.2,317
R,1336480,1336662,183,1367.8,454.4,422.9,515.6,19.5,493
L,1336479,1336692,214,1349.7,459.8,412.7,445.8,19.3,455
R,1337094,1337103,10,415.1,525.2,389.5,524.6,0.5,57
L,1337094,1337104,11,413.4,528.7,388.8,526.6,0.5,50
R,1337260,1337295,36,386.4,534.2,694.0,531.7,6.4,345
L,1337261,1337296,36,393.1,523.3,679.8,530.3,5.9,295
R,1337371,1337573,203,691.8,536.9,681.0,493.7,0.9,1076
L,1337360,1337591,232,691.7,525.6,669.8,474.4,1.2,902
L,1337706,1337728,23,671.6,504.6,593.8,521.7,1.7,105
R,1337707,1337729,23,673.4,513.4,591.9,531.0,1.8,111
R,1337880,1337913,34,594.3,524.7,925.2,526.1,7.0,372
L,1337881,1337915,35,594.7,526.7,906.4,520.8,6.6,326
R,1338201,1338228,28,937.9,533.9,1124.5,525.6,4.0,262
L,1338202,1338229,28,932.5,526.6,1101.2,523.2,3.6,220
L,1338477,1338506,30,1127.8,535.1,1343.9,525.0,4.5,280
R,1338475,1338511,37,1140.0,513.5,1400.3,504.8,5.5,318
R,1338640,1338664,25,1398.4,508.2,1541.2,524.7,3.0,191
L,1338641,1338666,26,1375.6,535.6,1514.4,534.2,2.9,172
R,1338811,1338889,79,1557.5,526.3,375.0,611.9,24.0,497
L,1338811,1338890,80,1537.7,544.6,346.9,588.2,24.1,514
R,1339195,1339218,24,365.3,602.7,477.1,554.0,2.5,174
L,1339194,1339219,26,355.1,611.9,466.8,554.6,2.6,160
R,1339454,1339477,24,494.7,545.7,620.8,542.4,2.6,190
L,1339455,1339478,24,494.4,552.8,615.9,532.3,2.6,172
L,1339701,1339723,23,631.6,531.7,736.3,537.5,2.2,153
R,1339699,1339723,25,638.3,534.9,758.7,525.5,2.5,180
L,1339853,1339898,46,764.5,529.1,1007.8,525.0,5.2,175
R,1339852,1339898,47,770.7,525.7,1051.7,513.3,6.0,215
L,1339943,1339968,26,1074.8,523.1,1221.3,513.8,3.1,172
R,1339941,1339970,30,1103.2,510.9,1286.6,501.7,3.9,217
R,1340095,1340121,27,1272.1,515.9,1407.4,507.6,2.8,149
L,1340098,1340123,26,1253.6,530.5,1373.8,499.1,2.6,130
L,1340277,1340297,21,1466.9,492.3,1523.0,473.4,1.2,76
R,1340277,1340298,22,1492.4,504.7,1553.1,492.7,1.3,72
L,1340434,1340519,86,1541.2,491.3,384.7,611.6,23.6,454
R,1340435,1340522,88,1564.9,493.0,427.7,651.9,23.3,433
R,1340860,1340889,30,468.0,619.6,625.3,629.7,3.2,177
L,1340862,1340890,29,455.0,599.4,595.8,630.4,3.0,155
L,1341035,1341062,28,604.9,633.2,796.7,630.0,4.0,252
R,1341034,1341063,30,625.8,620.9,830.7,623.7,4.3,263
L,1341447,1341471,25,820.7,636.7,946.2,626.6,2.7,178
R,1341446,1341472,27,834.3,631.2,984.8,620.1,3.2,214
R,1341618,1341660,43,987.0,609.9,1286.4,609.8,6.3,255
L,1341617,1341662,46,960.3,629.0,1251.1,613.4,6.1,219
L,1341935,1341972,38,1254.9,621.2,1476.9,602.3,4.6,193
R,1341933,1341972,40,1276.6,606.8,1517.0,599.2,5.0,219
R,1342198,1342215,18,1513.5,598.5,1582.1,601.8,1.4,94
L,1342198,1342216,19,1496.2,616.6,1566.2,603.6,1.4,93
L,1342300,1342333,34,1574.1,609.7,1256.6,627.2,6.5,357
R,1342301,1342334,34,1582.5,602.9,1290.7,616.4,6.0,323
L,1342442,1342502,61,1248.7,650.3,396.9,677.5,17.6,486
R,1342443,1342506,64,1254.8,619.6,467.0,709.5,16.3,436
L,1342625,1342636,12,439.8,682.7,403.1,689.2,0.8,69
R,1342626,1342641,16,490.8,695.2,440.3,694.6,1.0,83
L,1342923,1342955,33,401.0,664.1,629.6,685.3,4.7,248
R,1342923,1342955,33,404.0,695.6,653.8,693.1,5.1,295
R,1343120,1343144,25,657.7,699.7,772.1,689.3,2.4,168
L,1343120,1343145,26,645.3,691.7,767.4,699.5,2.5,165
R,1343309,1343331,23,786.7,693.5,903.2,689.4,2.5,164
L,1343309,1343332,24,786.0,692.8,887.3,687.0,2.1,132
R,1343472,1343496,25,920.2,689.4,1065.2,676.1,3.1,191
L,1343472,1343496,25,911.9,695.2,1059.6,690.9,3.1,215
L,1343646,1343692,47,1073.4,676.9,1372.9,669.5,6.2,241
R,1343645,1343711,67,1112.0,672.4,1402.6,668.2,6.0,250
L,1343871,1343895,25,1378.5,693.4,1497.5,673.3,2.5,140
R,1343865,1343897,33,1380.3,638.4,1523.7,665.1,3.0,174
L,1344085,1344165,81,1509.1,653.7,338.2,700.3,23.6,561
R,1344087,1344167,81,1513.0,633.0,399.2,733.7,22.6,498
R,1344277,1344284,8,420.0,730.5,403.2,725.5,0.3,49
L,1344726,1344751,26,368.6,722.8,443.4,760.7,1.7,105
R,1344728,1344753,26,399.3,743.0,485.1,786.9,1.9,136
L,1344948,1344956,9,426.5,750.3,407.5,761.3,0.4,51
R,1344946,1344959,14,482.3,778.0,443.9,792.9,0.8,76
R,1345241,1345263,23,439.3,791.9,414.9,693.1,2.1,161
L,1345242,1345267,26,406.4,776.8,347.7,632.2,3.2,274
R,1345472,1345498,27,406.2,700.2,584.8,697.6,3.6,243
L,1345472,1345500,29,359.2,662.7,565.6,688.2,4.2,277
R,1345578,1345737,160,587.0,693.5,819.7,663.6,4.8,1248
L,1345555,1345769,215,577.2,683.1,779.0,694.4,4.2,644
L,1345886,1345907,22,788.2,667.3,880.4,664.7,1.9,144
R,1345885,1345907,23,806.7,682.4,911.0,681.4,2.2,175
L,1346065,1346092,28,885.5,671.4,1097.9,686.2,4.5,348
R,1346063,1346092,30,912.3,681.1,1109.6,677.4,4.2,283
L,1346295,1346328,34,1085.7,689.6,1288.6,686.8,4.2,280
R,1346293,1346331,39,1095.6,687.6,1309.8,672.4,4.5,231
R,1346460,1346493,34,1294.1,676.0,1511.0,678.4,4.5,259
L,1346463,1346494,32,1294.7,696.6,1487.6,685.0,4.0,221
L,1346625,1346688,64,1507.6,695.4,439.3,751.3,21.7,657
R,1346626,1346688,63,1509.4,669.8,465.6,766.2,21.2,561
L,1346863,1346885,23,471.2,770.5,373.9,772.5,2.0,166
R,1346865,1346886,22,452.7,753.6,365.8,756.1,1.8,164
R,1347315,1347488,174,375.1,757.2,431.8,595.7,3.5,675
L,1347299,1347536,238,396.2,752.3,414.6,506.9,5.0,503
L,1347693,1347707,15,433.5,557.9,402.2,585.8,0.9,71
R,1347694,1347708,15,424.5,600.4,396.0,626.9,0.8,64
L,1347818,1347868,51,408.2,585.0,445.2,225.2,7.5,258
R,1347820,1347874,55,403.5,614.0,510.3,174.8,9.4,297
L,1347948,1347976,29,504.8,222.7,699.2,154.9,4.3,287
R,1347948,1347976,29,503.1,187.9,686.8,114.0,4.2,268
R,1348015,1348054,40,710.5,111.5,982.2,158.7,5.9,309
L,1348017,1348055,39,727.9,156.6,1039.6,110.3,6.7,331
L,1348410,1348450,41,1029.3,106.1,1290.1,77.9,5.5,262
R,1348406,1348451,46,973.5,143.7,1297.4,63.6,7.1,449
L,1348623,1348700,78,1287.4,80.8,433.3,424.1,19.1,440
R,1348625,1348702,78,1282.9,58.6,434.1,450.5,19.4,647
R,1348894,1348924,31,446.3,450.8,631.7,464.0,3.9,241
L,1348896,1348925,30,462.5,442.4,639.7,465.4,3.7,239
R,1349074,1349106,33,631.8,460.0,876.0,463.6,5.2,327
L,1349075,1349108,34,644.2,460.1,873.0,470.4,4.8,269
L,1349294,1349327,34,876.7,475.6,1105.9,452.8,4.9,251
R,1349295,1349327,33,873.4,467.4,1123.2,454.3,5.3,322
R,1349515,1349556,42,1121.3,455.2,1424.7,460.9,6.4,295
L,1349517,1349557,41,1100.5,455.8,1412.6,465.2,6.5,272
R,1349667,1349824,158,1418.5,480.5,1281.8,462.6,2.9,758
L,1349639,1349846,208,1401.1,474.9,1246.1,450.4,3.3,193
L,1349940,1349998,59,1237.7,475.4,488.6,500.0,15.6,429
R,1349941,1350000,60,1252.7,458.5,507.9,517.4,15.6,422
L,1350203,1350222,20,507.7,520.1,441.5,524.5,1.4,108
R,1350206,1350224,19,514.5,520.2,454.9,536.5,1.3,112
L,1350368,1350404,37,443.4,515.3,730.0,529.4,6.0,307
R,1350368,1350404,37,461.2,522.5,748.2,528.4,6.0,295
L,1350585,1350610,26,746.7,532.7,898.6,514.9,3.2,209
R,1350582,1350610,29,750.0,527.5,937.2,520.4,4.0,237
R,1350797,1350826,30,966.0,515.5,1200.3,513.7,5.0,330
L,1350796,1350827,32,922.2,513.1,1158.5,520.4,5.0,288
R,1350997,1351025,29,1198.5,515.6,1418.8,505.4,4.6,314
L,1350998,1351026,29,1177.0,527.2,1381.3,516.8,4.3,286
R,1351214,1351240,27,1419.3,499.8,1585.0,508.4,3.4,246
L,1351216,1351241,26,1406.1,518.9,1551.7,508.2,3.0,215
L,1351342,1351406,65,1550.1,518.2,359.2,604.1,24.1,588
R,1351342,1351408,67,1571.7,503.5,375.6,616.2,24.3,548
L,1351686,1351707,22,381.2,618.9,450.4,547.6,2.0,161
R,1351687,1351707,21,384.6,613.2,461.9,547.8,2.1,178
R,1351920,1351947,28,474.2,545.5,668.1,529.8,4.0,278
L,1351920,1351948,29,470.0,545.5,652.0,552.0,3.8,236
R,1352088,1352289,202,670.6,537.6,954.1,493.4,6.0,1342
L,1352068,1352323,256,670.0,549.5,926.2,498.5,5.5,612
R,1352484,1352517,34,945.2,518.7,1152.6,499.8,4.4,252
L,1352486,1352518,33,920.1,519.6,1123.0,502.8,4.3,222
L,1352701,1352734,34,1130.4,515.6,1424.6,490.0,6.2,335
R,1352701,1352737,37,1141.4,509.6,1474.5,499.8,7.0,403
L,1353016,1353041,26,1450.4,491.2,1551.6,498.8,2.1,115
R,1353016,1353042,27,1464.1,495.4,1576.5,510.4,2.3,136
L,1353173,1353241,69,1554.0,504.8,332.5,610.6,24.8,607
R,1353174,1353242,69,1568.4,508.8,358.9,636.9,24.6,570
R,1353381,1353498,118,371.7,636.3,328.4,561.4,1.8,626
L,1353360,1353517,158,360.8,631.2,293.4,500.6,3.0,849
R,1353770,1353819,50,328.0,582.1,397.0,865.5,5.9,284
L,1353769,1353820,52,309.8,535.2,372.6,836.7,6.2,298
L,1353954,1353974,21,381.3,849.5,434.3,777.6,1.8,149
R,1353955,1353975,21,401.1,866.7,456.8,791.7,1.9,166
R,1354188,1354203,16,449.6,784.9,410.2,758.6,1.0,97
L,1354186,1354204,19,441.8,784.6,401.3,753.3,1.0,94
R,1354358,1354371,14,416.0,747.3,405.9,705.4,0.9,84
L,1354354,1354373,20,402.1,752.6,383.6,685.1,1.4,119
R,1354624,1354645,22,404.1,714.5,384.2,640.6,1.6,132
L,1354623,1354646,24,386.3,671.4,357.0,575.2,2.1,181
L,1354746,1354754,9,336.6,574.2,331.4,553.2,0.4,60
L,1354833,1354884,52,328.1,529.2,539.5,695.3,5.5,317
R,1354854,1354889,36,384.4,649.7,609.4,638.8,4.6,378
R,1355081,1355112,32,625.3,641.8,913.0,636.0,6.0,333
L,1355081,1355126,46,611.6,744.4,899.4,685.7,6.1,308
L,1355408,1355452,45,913.0,595.6,411.3,668.2,10.5,458
R,1355409,1355460,52,929.5,635.0,481.0,709.5,9.4,394
R,1355680,1355707,28,467.0,728.2,677.8,728.5,4.3,292
L,1355678,1355708,31,445.9,679.3,639.4,703.3,4.0,253
L,1355867,1355895,29,656.9,676.3,830.9,674.9,3.6,243
R,1355867,1355895,29,675.2,733.2,857.0,730.6,3.8,235
R,1356093,1356123,31,861.0,735.5,1070.0,724.1,4.4,293
L,1356094,1356124,31,843.2,696.9,1051.0,700.0,4.4,263
L,1356326,1356364,39,1052.3,693.4,1385.2,691.5,6.9,336
R,1356325,1356364,40,1062.2,717.4,1414.6,701.8,7.3,357
L,1356470,1356528,59,1390.8,689.5,850.8,649.0,11.3,482
R,1356470,1356529,60,1403.2,701.7,880.3,669.8,10.9,420
L,1356642,1356686,45,842.4,647.3,383.3,605.0,9.5,483
R,1356643,1356687,45,858.4,677.8,395.9,676.4,9.6,404
L,1356728,1356755,28,398.4,622.9,400.2,632.3,0.2,46
L,1356858,1356876,19,394.6,624.6,325.9,591.4,1.5,110
R,1356859,1356877,19,392.9,666.7,331.5,659.4,1.2,95
R,1357061,1357079,19,344.9,661.0,336.2,578.5,1.7,146
L,1357059,1357081,23,333.6,594.8,311.7,489.4,2.2,166
R,1357356,1357377,22,344.3,573.6,423.1,512.3,2.0,151
L,1357358,1357378,21,316.2,477.6,382.5,429.0,1.7,131
L,1357531,1357574,44,403.0,431.8,758.0,447.5,7.4,348
R,1357531,1357575,45,433.5,499.2,785.6,494.2,7.3,328
R,1357760,1357800,41,782.6,488.3,1165.3,459.8,8.1,398
L,1357760,1357801,42,765.3,453.5,1117.6,433.1,7.5,318
L,1358034,1358069,36,1122.3,439.9,1352.4,421.6,4.8,234
R,1358033,1358069,37,1148.9,452.2,1386.6,441.9,5.0,248
L,1358250,1358316,67,1357.9,423.1,461.4,487.5,18.6,458
R,1358252,1358317,66,1376.3,439.8,492.4,558.7,18.5,483
R,1358589,1358613,25,518.4,549.6,377.7,558.4,2.9,173
L,1358587,1358615,29,510.8,471.7,320.8,492.8,3.9,238
L,1358890,1358913,24,335.9,532.1,402.4,571.8,1.6,86
R,1358889,1358915,27,378.0,620.6,452.1,629.3,1.5,74
R,1358989,1359737,749,500.5,669.6,516.7,776.9,2.2,327
L,1358987,1359756,770,455.2,605.7,430.8,764.9,3.3,372
R,1359909,1359943,35,501.9,803.0,419.0,750.3,2.0,230
L,1359908,1359944,37,497.5,804.3,421.1,765.9,1.7,235
L,1360030,1360063,34,421.3,757.4,330.1,795.5,2.0,217
R,1360031,1360067,37,432.6,752.7,357.2,774.5,1.6,207
R,1360225,1361017,793,341.2,809.1,550.0,686.2,4.9,549
L,1360225,1361021,797,315.1,782.7,499.1,666.4,4.4,529
R,1361069,1361112,44,533.4,708.8,528.4,399.5,6.4,253
L,1361071,1361113,43,516.9,669.7,473.6,394.1,5.8,261
L,1361221,1361246,26,498.2,354.8,406.1,261.2,2.7,252
R,1361219,1361251,33,509.9,389.2,423.1,284.7,2.8,263
L,1361318,1361343,26,426.0,263.3,456.6,78.2,3.9,297
R,1361316,1361343,28,431.2,269.0,480.1,81.8,4.0,284
R,1361553,1361593,41,468.8,56.8,857.8,79.6,8.2,408
L,1361554,1361594,41,487.6,42.2,862.3,19.5,7.8,327
L,1361768,1361794,27,860.0,26.2,724.3,26.0,2.9,184
R,1361768,1361794,27,859.9,72.9,670.1,73.0,4.0,328
L,1361918,1361944,27,736.1,34.3,550.3,19.4,3.9,279
R,1361920,1361944,25,684.0,76.6,553.8,50.6,2.8,203
R,1362057,1362178,122,563.5,54.5,580.5,74.6,0.6,840
L,1362041,1362196,156,549.2,30.8,566.7,28.0,0.4,637
L,1362231,1362264,34,570.7,64.4,783.6,61.8,4.5,207
R,1362230,1362266,37,560.5,74.6,827.1,104.2,5.6,300
L,1362477,1362506,30,808.8,65.6,982.5,73.7,3.7,227
R,1362477,1362506,30,821.2,87.9,1049.9,72.2,4.9,365
R,1362683,1362707,25,1048.0,71.6,1157.8,55.0,2.4,158
L,1362682,1362709,28,983.7,72.6,1133.5,57.2,3.2,193
L,1362963,1363000,38,1137.4,66.8,1425.6,49.7,6.0,274
R,1362963,1363000,38,1158.0,47.8,1458.4,17.8,6.3,281
R,1363081,1363234,154,1459.1,8.1,1489.9,-22.5,0.9,647
L,1363085,1363248,164,1414.5,64.2,1457.7,-20.3,2.0,750
L,1363349,1363409,61,1468.3,21.8,497.6,67.3,20.0,535
R,1363350,1363409,60,1481.4,0.3,508.9,81.2,20.1,631
L,1363560,1363584,25,508.2,79.1,408.3,93.0,2.1,157
R,1363562,1363585,24,514.1,87.2,428.1,85.7,1.8,137
R,1363778,1363812,35,429.6,82.1,673.9,100.8,5.1,276
L,1363779,1363814,36,423.2,98.5,690.3,89.8,5.6,279
R,1363892,1364044,153,678.7,109.4,968.1,119.5,6.1,542
L,1363898,1364063,166,709.2,120.7,925.8,90.1,4.6,939
R,1364178,1364215,38,980.2,126.2,1187.7,107.7,4.4,235
L,1364179,1364216,38,927.7,130.5,1173.1,121.9,5.2,254
L,1364392,1364414,23,1166.7,121.2,1283.2,114.6,2.5,195
R,1364392,1364415,24,1176.5,103.1,1290.1,92.9,2.4,200
R,1364575,1364589,15,1289.8,79.0,1245.6,92.8,1.0,82
L,1364575,1364590,16,1286.3,99.7,1237.5,106.8,1.0,87
R,1364661,1364693,33,1247.1,89.6,1519.3,52.5,5.7,424
L,1364662,1364695,34,1242.9,103.0,1506.9,76.5,5.5,286
L,1364859,1364900,42,1506.7,84.3,1002.3,163.5,10.7,464
R,1364862,1364901,40,1513.1,56.6,1065.8,146.3,9.5,527
R,1364980,1365117,138,1045.3,150.6,418.3,365.8,13.8,960
L,1364992,1365140,149,1007.1,176.1,400.4,314.5,13.0,1160
L,1365291,1365318,28,409.6,371.5,552.5,368.1,3.0,187
R,1365292,1365318,27,416.1,366.1,557.8,357.7,2.9,199
R,1365532,1365560,29,551.9,360.6,745.1,370.4,4.1,286
L,1365531,1365561,31,563.4,368.0,745.2,368.6,3.8,231
R,1365662,1365803,142,749.2,383.5,1025.3,390.3,5.9,314
L,1365650,1365833,184,754.0,366.9,982.2,356.7,4.9,1011
R,1365963,1365990,28,1010.8,369.1,1209.9,361.0,4.2,257
L,1365964,1365995,32,987.0,354.1,1219.8,342.3,5.0,253
R,1366196,1366226,31,1245.5,347.0,1487.1,344.3,5.0,314
L,1366197,1366227,31,1242.9,350.9,1464.8,336.6,4.6,273
L,1366377,1366437,61,1479.5,343.6,481.7,417.1,20.6,581
R,1366378,1366438,61,1490.5,333.7,504.0,415.8,20.4,554
L,1366585,1366606,22,503.2,436.3,419.8,441.6,1.7,146
R,1366586,1366608,23,497.2,418.6,417.6,432.3,1.7,140
R,1366665,1366824,160,428.2,447.0,420.9,432.1,0.3,578
L,1366652,1366850,199,433.9,437.7,409.0,380.0,1.3,541
L,1367049,1367120,72,416.3,442.4,1612.1,324.2,24.4,543
R,1367049,1367127,79,429.4,448.6,1615.0,333.2,24.2,607
L,1367263,1367334,72,1587.9,338.5,412.9,443.6,24.0,551
R,1367264,1367335,72,1609.2,339.1,437.2,465.6,24.0,542
R,1367568,1367591,24,436.2,456.0,350.7,432.2,1.8,171
L,1367567,1367596,30,440.3,450.8,359.2,431.8,1.7,191
R,1367720,1367869,150,355.6,436.6,370.3,454.7,0.5,627
L,1367714,1367891,178,350.9,432.6,348.5,404.7,0.6,680
R,1367993,1368020,28,370.0,447.2,547.2,484.7,3.7,280
L,1367993,1368021,29,365.3,417.5,541.5,467.1,3.8,243
L,1368332,1368351,20,553.9,468.0,489.6,475.6,1.3,102
R,1368334,1368352,19,535.9,476.3,477.1,487.2,1.2,99
L,1368627,1368652,26,504.1,478.9,623.2,486.3,2.5,160
R,1368625,1368652,28,482.0,474.4,608.3,479.2,2.6,172
L,1368869,1368893,25,621.7,481.9,738.0,481.8,2.5,170
R,1368869,1368893,25,607.2,469.9,730.3,471.1,2.6,198
L,1369120,1369133,14,745.0,479.2,702.0,478.3,0.9,81
R,1369119,1369134,16,739.8,470.1,690.5,476.2,1.1,80
R,1369332,1369551,220,696.8,487.2,851.7,464.9,3.3,1110
L,1369317,1369563,247,703.3,476.5,835.3,496.8,2.8,622
R,1369691,1369714,24,856.7,484.3,938.2,472.3,1.8,86
L,1369692,1369715,24,849.7,475.3,926.4,471.4,1.6,82
L,1369959,1369980,22,954.4,474.4,1043.5,466.9,1.9,130
R,1369958,1369981,24,968.6,463.8,1066.4,458.8,2.1,143
L,1370185,1370210,26,1057.9,465.6,1214.9,461.9,3.3,206
R,1370184,1370210,27,1067.7,468.5,1242.5,465.7,3.7,241
L,1370348,1370380,33,1245.3,463.1,1412.0,461.1,3.5,135
R,1370347,1370383,37,1259.2,467.2,1454.0,461.5,4.1,150
R,1370500,1370523,24,1459.1,465.6,1561.3,461.9,2.1,115
L,1370501,1370524,24,1437.8,460.9,1532.1,447.4,1.9,104
L,1370687,1370757,71,1571.0,435.5,493.8,522.3,22.1,517
R,1370688,1370760,73,1599.4,453.0,517.6,524.7,22.1,489
R,1370887,1370899,13,524.9,544.3,499.7,551.6,0.5,49
L,1370889,1370907,19,519.9,548.8,486.9,564.4,0.8,48
R,1371402,1371421,20,431.9,584.8,507.7,606.5,1.6,131
L,1371403,1371422,20,418.2,595.1,497.6,613.4,1.7,131
L,1371592,1371610,19,508.7,624.7,578.4,645.8,1.5,110
R,1371590,1371610,21,515.8,612.7,594.7,635.5,1.7,130
L,1371968,1371986,19,590.7,638.0,665.8,643.7,1.6,123
R,1371965,1371987,23,602.8,634.2,695.4,642.4,1.9,137
R,1372162,1372184,23,706.1,642.5,804.0,653.1,2.1,124
L,1372162,1372185,24,688.2,641.9,786.6,653.4,2.1,128
L,1372464,1372505,42,822.5,651.2,1041.6,610.8,4.7,160
R,1372461,1372507,47,826.2,646.9,1084.1,621.4,5.5,207
L,1372693,1372724,32,1055.5,605.2,1227.2,606.6,3.6,161
R,1372691,1372724,34,1076.0,616.6,1266.9,616.5,4.0,178
R,1372863,1372889,27,1262.8,614.2,1436.6,617.6,3.6,218
L,1372865,1372891,27,1241.3,613.7,1395.0,605.0,3.2,189
L,1373054,1373137,84,1427.1,623.7,410.9,674.1,20.8,426
R,1373055,1373137,83,1441.8,619.5,449.1,705.1,20.4,428
L,1373251,1373267,17,441.2,671.8,386.4,676.8,1.1,84
R,1373253,1373271,19,462.3,701.0,416.5,706.1,0.9,79
L,1373455,1373488,34,377.9,686.9,590.0,687.2,4.3,210
